state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
AZ,155,415, yes, no,0,1761,88,2994,2445,84,2078,1899,99,855,112,1,302,2, True
SC,100,408, no, yes,41,3069,71,5217,2433,72,2068,1259,114,567,105,4,284,2, False
ME,113,408, no, no,0,2034,85,3458,2198,140,1868,240,107,108,83,5,224,1, False
MO,103,415, no, yes,37,2307,112,3922,3194,116,2715,2994,77,1347,79,3,213,2, False
NJ,160,415, no, no,0,1189,106,2021,1635,75,139,195,131,878,131,4,354,0, False
WY,142,408, no, yes,34,2195,85,3732,144,120,1224,2582,84,1162,7,3,189,1, False
OK,73,415, yes, yes,34,2529,103,4299,2201,79,1871,1449,65,652,114,3,308,0, False
PA,135,415, no, yes,46,1726,77,2934,2034,102,1729,2642,108,1189,104,2,281,1, False
ND,120,415, no, no,0,1741,108,296,2096,96,1782,2675,99,1204,116,2,313,0, False
NM,29,415, no, no,0,262,112,4454,827,60,703,1951,120,878,107,5,289,1, False
FL,158,415, no, no,0,1233,115,2096,1304,91,1108,2437,119,1097,112,3,302,3, False
MO,132,408, no, no,0,2136,125,3631,1339,54,1138,3322,104,1495,75,2,203,4, False
NV,104,415, no, no,0,2109,90,3585,2722,101,2314,3043,86,1369,106,5,286,3, True
SD,74,510, no, no,0,1437,97,2443,2296,110,1952,988,100,445,118,5,319,1, False
OR,28,415, no, no,0,1712,90,291,1739,65,1478,2105,139,947,14,4,378,2, False
TN,45,415, yes, no,0,1896,96,3223,1717,69,1459,222,102,999,139,7,375,1, True
VA,60,415, no, no,0,2295,91,3902,1577,67,134,1624,76,731,132,3,356,2, False
ME,173,408, no, no,0,1286,108,2186,2483,92,2111,1301,115,585,104,2,281,4, True
FL,152,408, no, yes,26,2148,82,3652,2267,135,1927,2067,97,93,76,11,205,1, False
RI,140,510, no, no,0,1871,110,3181,158,70,1343,2114,123,951,85,2,23,2, False
DC,94,415, no, yes,31,2093,90,3558,2817,111,2394,1901,66,855,79,5,213,0, False
AR,88,415, no, no,0,1417,102,2409,2262,125,1923,1001,93,45,119,8,321,0, False
OR,170,408, no, yes,22,1736,66,2951,1422,83,1209,1565,93,704,52,3,14,1, False
SD,57,510, no, no,0,1769,75,3007,2042,86,1736,2541,90,1143,61,4,165,1, False
MS,78,510, yes, no,0,1989,93,3381,2106,86,179,2521,99,1134,144,12,389,0, True
NC,102,408, no, yes,27,1098,66,1867,2073,76,1762,2369,101,1066,103,7,278,0, False
OH,49,408, no, no,0,2023,105,3439,1954,131,1661,1901,88,855,9,2,243,3, True
IN,195,415, no, no,0,2216,109,3767,1262,94,1073,2122,98,955,64,2,173,0, False
MT,64,415, no, no,0,1313,105,2232,1094,114,93,2462,125,1108,127,4,343,4, True
SC,105,408, yes, no,0,274,156,4658,263,69,2236,1959,93,882,113,3,305,3, True
OR,81,415, no, yes,33,2003,103,3405,2169,96,1844,2498,100,1124,155,4,419,1, False
OR,123,415, no, yes,38,2023,104,3439,2924,105,2485,2393,63,1077,112,1,302,3, False
GA,63,408, no, no,0,204,119,3468,1617,90,1374,2026,113,912,94,4,254,3, False
MI,126,415, no, no,0,1931,114,3283,755,61,642,1862,73,838,111,1,3,3, False
OR,153,415, no, no,0,2022,132,3437,1589,78,1351,1114,98,501,86,4,232,2, False
OR,67,415, no, no,0,2451,118,4167,1852,94,1574,1936,112,871,81,3,219,3, False
MA,65,408, no, no,0,1583,71,2691,1683,119,1431,1399,119,63,66,6,178,2, False
IA,21,408, no, no,0,1381,79,2348,1869,75,1589,1942,105,874,121,1,327,0, False
VA,72,510, no, no,0,2127,92,3616,3064,100,2604,1403,90,631,129,6,348,0, False
WV,176,510, no, no,0,3042,111,5171,3066,64,2606,2079,98,936,95,2,257,7, True
TX,150,408, no, yes,24,2124,157,3611,1687,91,1434,1994,112,897,97,1,262,2, False
IL,108,510, yes, no,0,1373,68,2334,1438,94,1222,2387,101,1074,89,1,24,1, True
RI,129,510, no, yes,10,1614,91,2744,1831,102,1556,2403,65,1081,129,3,348,1, False
WA,73,510, yes, no,0,2029,108,3449,2859,121,243,219,102,986,128,5,346,1, False
DE,90,415, no, no,0,2722,75,4627,1229,96,1045,2526,100,1137,92,2,248,0, False
NV,105,408, no, no,0,982,103,1669,1403,91,1193,1402,106,631,139,1,375,1, False
MO,115,408, no, no,0,808,81,1374,1957,91,1663,1901,66,855,117,6,316,1, False
OH,82,415, no, no,0,2072,114,3522,1637,97,1391,1928,79,868,93,4,251,7, False
NH,131,415, no, no,0,2277,134,3871,1627,88,1383,2794,90,1257,89,7,24,4, False
ME,77,415, no, no,0,2088,117,355,1754,81,1491,1715,105,772,134,3,362,0, False
NH,201,510, no, no,0,1599,61,2718,2373,124,2017,2902,99,1306,134,4,362,3, False
NC,139,415, yes, no,0,1851,101,3147,2667,75,2267,2079,95,936,9,3,243,3, False
KY,94,408, no, no,0,1391,93,2365,2379,100,2022,2271,59,1022,114,3,308,1, False
UT,95,415, no, no,0,1555,99,2644,167,75,142,1907,125,858,132,4,356,1, False
NV,138,408, no, no,0,1805,82,3069,2424,103,206,2444,89,11,103,7,278,2, False
VT,105,415, no, no,0,2046,111,3478,1344,109,1142,2608,69,1174,57,7,154,1, False
ME,81,415, yes, no,0,2204,76,3747,2764,122,2349,2395,112,1078,114,5,308,1, True
ME,127,510, no, no,0,2232,137,3794,1447,119,123,96,109,432,86,4,232,2, False
PA,84,415, no, no,0,1091,114,1855,2314,113,1967,274,112,1233,96,4,259,0, False
MI,47,510, no, yes,30,1365,101,2321,1749,74,1487,1464,91,659,109,3,294,2, False
MN,128,510, yes, no,0,1928,96,3278,1366,86,1161,1518,75,683,135,4,365,1, True
SD,39,408, no, no,0,179,88,3043,1482,124,126,1468,116,661,88,4,238,2, False
KY,76,510, no, no,0,2938,94,4995,1696,62,1442,1604,103,722,137,9,37,0, True
SC,95,415, no, no,0,2266,98,3852,885,107,752,1662,105,748,119,3,321,2, False
WA,82,415, no, no,0,3136,110,5331,2632,104,2237,139,93,626,75,5,203,1, True
KY,167,408, no, no,0,1305,66,2219,809,102,688,2216,116,997,112,5,302,1, False
PA,104,415, no, no,0,1868,102,3176,1763,114,1499,2222,84,10,13,3,351,0, False
VA,136,415, no, no,0,1102,92,1873,2194,109,1865,1881,67,846,123,4,332,2, False
UT,83,510, no, yes,33,2282,85,3879,2492,114,2118,935,89,421,102,7,275,0, False
DC,78,415, yes, no,0,1766,107,3002,1794,98,1525,1782,80,802,166,5,448,2, True
MA,135,415, no, yes,45,2414,102,4104,2064,78,1754,1966,104,885,94,6,254,0, False
LA,79,408, no, no,0,1748,88,2972,197,94,1675,87,103,392,86,6,232,3, False
VA,133,415, no, no,0,1718,64,2921,1771,83,1505,223,96,1004,103,4,278,1, False
MI,76,415, no, yes,37,1908,58,3244,2219,101,1886,2112,104,95,123,4,332,1, False
MI,216,408, no, no,0,2123,106,3609,1911,71,1624,2249,79,1012,94,8,254,3, False
CT,73,510, no, no,0,159,123,2703,2333,95,1983,1789,155,805,152,3,41,2, False
NH,183,408, no, yes,38,1784,103,3033,1844,79,1567,2033,94,915,72,3,194,3, False
AL,106,415, no, no,0,2221,123,3776,2768,92,2353,2135,99,961,9,3,243,0, False
MD,78,510, no, no,0,2389,96,4061,1961,92,1667,1024,95,461,11,1,297,6, False
ND,109,415, no, no,0,1018,105,1731,3489,107,2966,2332,150,1049,75,5,203,1, False
RI,90,510, no, no,0,190,98,323,1961,111,1667,2164,58,974,8,6,216,2, False
NY,112,415, no, yes,17,120,94,204,795,104,676,214,94,963,87,1,235,1, False
OH,92,415, no, no,0,1459,90,248,1481,105,1259,2413,93,1086,84,1,227,2, False
WV,35,408, no, no,0,1798,82,3057,1761,78,1497,1326,85,597,12,5,324,1, False
OK,28,408, no, no,0,2257,70,3837,2069,90,1759,1679,88,756,138,3,373,1, False
WI,93,415, no, no,0,1997,109,3395,1142,68,971,241,109,1085,71,2,192,0, False
OH,26,510, no, no,0,150,63,255,225,90,1913,2023,99,91,92,5,248,3, False
OK,33,415, yes, no,0,2471,114,4201,1465,110,1245,2089,94,94,106,2,286,4, True
PA,120,408, no, no,0,2157,75,3667,2444,105,2077,2112,91,95,114,5,308,2, False
KS,124,415, no, no,0,948,102,1612,2389,91,2031,2794,94,1257,116,3,313,2, False
SD,56,415, no, no,0,793,115,1348,159,64,1352,2457,99,1106,101,4,273,1, False
UT,39,408, no, no,0,1572,81,2672,2477,131,2105,2157,141,971,99,9,267,1, False
IN,158,408, no, no,0,1198,123,2037,2622,122,2229,2198,111,989,124,5,335,1, False
NH,106,510, no, no,0,1706,116,29,2591,115,2202,2142,111,964,96,13,259,1, False
IA,52,510, no, yes,24,2291,86,3895,1687,124,1434,2454,75,1104,146,2,394,1, False
WA,112,408, no, no,0,1351,112,2297,2263,85,1924,1152,108,518,111,6,3,1, False
ND,148,408, yes, no,0,1368,112,2326,1975,134,1679,932,90,419,103,5,278,2, False
AL,12,408, no, no,0,2397,112,4075,2211,122,1879,2073,109,933,111,3,3,2, False
TX,109,510, yes, no,0,1596,136,2713,151,126,1284,1421,53,639,73,4,197,4, True
CT,142,510, no, yes,38,2312,125,393,1748,121,1486,1712,87,77,124,2,335,4, False
OR,60,510, no, no,0,2037,95,3463,2126,122,1807,1771,103,797,79,1,213,3, False
AK,141,408, no, yes,43,1578,122,2683,1323,108,1125,1371,81,617,56,2,151,2, False
IN,168,415, no, no,0,1606,110,273,1852,120,1574,1202,104,541,91,4,246,1, True
NY,138,415, yes, no,0,2611,96,4439,1709,120,1453,711,89,32,0,0,0,3, True
WY,88,415, no, no,0,1387,92,2358,2058,73,1749,2479,119,1116,98,5,265,1, False
WI,119,415, no, no,0,2266,126,3852,1436,107,1221,949,123,427,121,5,327,1, False
DE,31,408, no, no,0,2291,120,3895,1724,79,1465,2436,102,1096,11,4,297,3, False
TN,102,408, no, no,0,1574,83,2676,473,102,402,1604,92,722,114,5,308,0, False
DC,149,415, no, yes,25,1856,109,3155,1673,89,1422,1716,100,772,107,3,289,1, True
TX,138,415, no, no,0,2172,73,3692,1908,127,1622,1335,97,601,52,3,14,4, False
DC,118,415, no, no,0,1831,128,3113,241,93,2049,2111,108,95,125,4,338,0, False
TN,222,408, no, yes,34,2185,89,3715,1607,76,1366,1816,76,817,49,5,132,4, False
MI,130,415, no, no,0,1438,76,2445,2748,103,2336,1947,105,876,123,1,332,0, False
WA,60,415, no, yes,31,2236,83,3801,2356,77,2003,153,119,689,47,8,127,4, False
ME,90,415, no, no,0,1891,104,3215,3139,124,2668,2279,128,1026,82,2,221,1, False
DE,140,415, no, no,0,143,100,2431,1934,89,1644,595,81,268,123,8,332,4, True
CO,101,415, no, yes,39,1472,105,2502,1688,96,1435,1653,118,744,13,4,351,1, False
NJ,134,415, no, yes,32,224,75,3808,975,103,829,2116,80,952,107,5,289,2, False
OK,88,408, yes, no,0,1329,132,2259,2082,82,177,2605,42,1172,144,11,389,2, True
VA,118,408, no, no,0,1603,110,2725,532,92,452,1307,119,588,105,4,284,0, False
TN,93,415, no, yes,21,2138,103,3635,2577,72,219,2184,114,983,72,6,194,1, False
HI,232,415, no, no,0,2482,128,4219,2112,96,1795,1471,117,662,10,6,27,2, False
PA,137,415, no, yes,25,1746,88,2968,2438,118,2072,2597,103,1169,122,3,329,3, False
WY,3,415, no, yes,23,2055,102,3494,2095,83,1781,1823,99,82,64,4,173,0, False
RI,137,415, no, no,0,2091,104,3555,1894,96,161,2144,83,965,148,4,4,3, False
RI,42,415, no, no,0,2511,81,4269,1783,106,1516,1846,90,831,127,5,343,0, False
MD,58,408, no, no,0,1876,113,3189,2174,115,1848,1397,92,629,98,5,265,3, False
IL,233,408, no, no,0,1373,94,2334,2324,87,1975,206,105,927,98,4,265,1, False
KY,55,415, no, yes,37,1975,89,3358,2287,141,1944,3134,121,141,197,2,532,1, False
OH,69,510, no, no,0,2216,88,3767,2318,87,197,2117,116,953,86,9,232,1, False
VA,100,415, no, no,0,2007,151,3412,2908,127,2472,1867,105,84,102,9,275,1, False
MT,111,415, no, no,0,2263,82,3847,1789,101,1521,1815,90,817,89,4,24,0, False
PA,86,510, no, no,0,2128,79,3618,909,145,773,1523,67,685,119,3,321,2, False
NE,105,510, no, no,0,2133,99,3626,1531,79,1301,2279,98,1026,108,5,292,1, False
GA,111,408, yes, no,0,1771,102,3011,2491,102,2117,1533,66,69,88,4,238,2, False
ME,75,408, no, no,0,2292,59,3896,1428,107,1214,2916,109,1312,85,5,23,0, False
OH,95,510, no, yes,24,1294,120,22,1598,68,1358,2144,83,965,126,4,34,4, True
ID,137,510, no, no,0,2031,97,3453,132,76,1122,2509,94,1129,92,4,248,4, False
KS,116,408, yes, no,0,2322,98,3947,2447,91,208,1513,69,681,106,1,286,7, True
TN,125,415, no, no,0,1385,96,2355,1597,117,1357,2127,91,957,77,3,208,2, False
WA,65,415, no, no,0,1893,74,3218,2053,90,1745,2282,78,1027,85,13,23,3, False
IN,55,415, no, yes,33,141,99,2397,2509,109,2133,2846,89,1281,117,3,316,0, False
MA,86,408, no, no,0,1186,106,2016,2235,115,19,947,12,426,133,1,359,2, False
VT,100,510, no, no,0,2542,97,4321,262,88,2227,2563,82,1153,136,6,367,0, True
IL,70,408, no, no,0,1765,85,3001,1192,93,1013,2277,90,1025,87,5,235,1, False
ID,67,415, no, no,0,2343,111,3983,2064,87,1754,1573,101,708,58,10,157,3, False
DE,50,510, no, yes,39,1473,75,2504,2448,74,2081,2169,101,976,132,3,356,2, False
AK,42,415, no, no,0,171,129,2907,1839,96,1563,1302,90,586,46,6,124,0, False
RI,76,510, no, yes,40,1779,85,3024,1193,95,1014,1405,83,632,103,1,278,2, False
MO,103,415, no, yes,34,2406,92,409,2042,99,1736,297,82,1337,127,9,343,5, False
NE,90,415, no, no,0,1144,108,1945,2328,150,1979,1981,78,891,89,3,24,0, False
FL,66,510, no, no,0,1139,112,1936,2718,106,231,2167,95,975,156,3,421,2, False
MI,22,408, no, no,0,180,65,306,207,106,176,1828,111,823,83,6,224,1, False
IA,67,408, no, no,0,1774,102,3016,2152,123,1829,1324,120,596,66,4,178,4, True
PA,147,510, no, yes,35,1108,123,1884,1992,81,1693,2129,77,958,89,4,24,2, False
AR,57,415, no, yes,26,1387,99,2358,1345,105,1143,2617,95,1178,13,5,351,2, False
KY,7,510, no, yes,33,2118,99,3601,1709,110,1453,2442,125,1099,112,4,302,2, False
MN,85,415, no, no,0,2345,113,3987,2373,116,2017,1227,110,552,129,3,348,4, False
TX,92,510, no, no,0,2402,86,4083,1076,79,915,1566,121,705,75,4,203,1, False
HI,92,510, no, no,0,2224,105,3781,164,129,1394,2333,113,105,99,8,267,1, False
WY,116,415, no, yes,42,2804,95,4767,1744,101,1482,190,65,855,99,1,267,3, False
WI,133,415, no, no,0,1133,137,1926,1602,103,1362,2288,98,103,101,7,273,2, False
NV,134,408, no, no,0,107,146,1819,220,116,187,1498,108,674,72,3,194,2, False
DC,19,415, no, no,0,1845,131,3137,2013,87,1711,1889,114,85,131,10,354,1, False
IL,66,415, no, yes,31,1632,106,2774,2679,108,2277,1726,100,777,97,5,262,1, False
MS,65,510, no, no,0,1938,113,3295,1517,106,1289,2089,94,94,126,3,34,3, False
WV,104,415, no, no,0,1851,91,3147,2273,115,1932,1985,79,893,127,10,343,2, False
WY,140,408, no, no,0,1515,106,2576,1757,125,1493,2141,87,963,124,9,335,3, False
MA,102,510, no, no,0,1437,82,2443,1709,83,1453,3109,112,1399,98,1,265,2, False
OR,101,415, yes, no,0,1695,117,2882,212,111,1802,204,120,918,97,1,262,0, True
ME,62,510, no, no,0,2113,100,3592,2284,91,1941,2171,77,977,63,5,17,0, False
AR,115,415, no, yes,37,1841,67,313,1594,104,1355,1933,121,87,133,3,359,0, False
LA,111,408, no, yes,33,154,122,2618,2073,123,1762,1862,105,838,108,8,292,1, False
MD,119,415, no, no,0,2094,125,356,2863,91,2434,2086,73,939,81,4,219,2, False
NJ,121,415, no, no,0,1663,114,2827,1388,130,118,2153,108,969,104,10,281,2, False
MT,108,415, no, no,0,1086,128,1846,3252,97,2764,1736,67,781,93,6,251,0, False
MD,63,415, no, yes,25,2303,82,3915,1656,96,1408,2277,125,1025,9,2,243,1, False
CT,59,415, no, yes,46,2001,44,3402,126,78,1071,1463,123,658,106,5,286,1, False
OH,82,415, no, no,0,1792,95,3046,2289,95,1946,1877,100,845,132,2,356,1, False
NJ,126,415, no, no,0,2616,83,4447,1929,133,164,2469,50,1111,73,3,197,4, False
NV,110,510, no, no,0,1295,94,2202,926,96,787,1543,110,694,99,5,267,3, False
KS,85,408, no, no,0,164,111,2788,2294,108,195,2207,105,993,93,2,251,1, False
TX,46,415, no, no,0,2307,117,3922,1862,84,1583,1822,109,82,92,4,248,2, False
MN,44,408, no, no,0,2072,90,3522,1786,76,1518,182,74,819,0,0,0,0, False
MT,171,408, no, no,0,1719,99,2922,2492,95,2118,1749,81,787,125,4,338,1, False
AK,88,415, no, yes,37,1817,88,3089,2374,106,2018,2091,111,941,95,5,257,2, False
HI,169,408, no, no,0,2407,119,4092,1411,102,1199,1206,56,543,77,2,208,2, False
TX,48,510, no, no,0,1982,108,3369,181,70,1539,2389,86,1075,121,2,327,1, False
ID,65,408, no, no,0,96,95,1632,117,82,995,1729,114,778,67,3,181,3, False
WY,81,415, no, no,0,1652,109,2808,1706,96,145,205,74,923,99,4,267,0, False
KY,53,510, no, no,0,1715,75,2916,2245,111,1908,1874,84,843,97,6,262,1, False
AR,72,415, no, yes,27,1117,68,1899,2528,106,2149,2555,109,115,78,4,211,1, False
OR,100,510, no, no,0,1527,98,2596,2124,73,1805,2645,90,119,79,3,213,2, False
MN,82,415, no, no,0,1947,105,331,2109,100,1793,2369,143,1066,116,3,313,3, False
HI,71,415, no, no,0,1199,108,2038,2407,82,2046,1511,124,68,81,7,219,3, False
LA,103,415, no, no,0,2229,129,3789,205,87,1743,1413,99,636,99,2,267,1, False
RI,87,415, no, no,0,2107,46,3582,2156,116,1833,1704,79,767,132,3,356,1, False
MD,116,408, no, no,0,2546,107,4328,2494,89,212,2296,77,1033,9,18,243,2, True
MS,140,415, no, no,0,265,100,4505,1476,89,1255,2477,94,1115,107,3,289,1, False
TN,93,408, no, no,0,1723,135,2929,3187,95,2709,1315,104,592,115,4,311,3, False
ID,90,415, no, no,0,2591,140,4405,124,119,1054,1883,79,847,128,3,346,0, False
GA,130,415, no, no,0,2114,91,3594,191,62,1624,2073,109,933,116,3,313,1, False
KS,121,408, yes, no,0,1759,87,299,2253,114,1915,1562,113,703,104,3,281,2, False
HI,47,510, yes, no,0,135,108,2295,1763,111,1499,1446,96,651,105,1,284,1, True
WV,94,415, yes, yes,39,1155,90,1964,1225,99,1041,1977,110,89,7,3,189,0, False
MS,76,408, no, no,0,193,82,3281,2008,109,1707,1359,79,612,144,3,389,0, False
MS,69,510, no, no,0,1674,105,2846,1215,142,1033,2093,83,942,16,2,432,1, False
SC,117,415, no, yes,35,1907,100,3242,2097,107,1782,2025,101,911,124,5,335,1, False
KS,70,415, no, no,0,3255,128,5534,3003,105,2553,1998,93,899,57,7,154,1, True
ID,130,415, no, no,0,139,98,2363,1202,116,1022,1604,113,722,145,2,392,3, False
AK,109,415, no, yes,40,1559,110,265,1612,99,137,2292,81,1031,115,13,311,0, False
MS,115,415, no, no,0,1821,97,3096,2311,76,1964,2462,103,1108,15,2,405,0, False
NY,114,408, no, no,0,1398,152,2377,2159,76,1835,969,111,436,79,10,213,2, False
OH,135,510, no, no,0,1127,123,1916,280,90,238,2519,110,1134,104,2,281,0, False
DE,79,415, no, yes,31,1732,98,2944,1495,123,1271,2457,91,1106,115,7,311,1, False
RI,123,408, no, no,0,2256,102,3835,2258,56,1919,1867,128,84,67,2,181,1, False
NE,112,415, yes, no,0,1957,123,3327,1419,124,1206,1364,72,614,79,6,213,1, False
HI,57,415, no, no,0,214,100,3638,2099,80,1784,1051,112,473,113,1,305,0, False
NM,143,415, no, no,0,2717,67,4619,1891,155,1607,1011,55,455,172,5,464,1, False
UT,107,510, no, no,0,2577,98,4381,1565,84,133,1044,123,47,98,3,265,1, False
MD,103,415, yes, no,0,1332,90,2264,2368,70,2013,2141,120,963,125,2,338,1, True
IA,157,415, no, no,0,2487,113,4228,2518,79,214,2627,46,1182,75,3,203,5, True
KY,120,408, no, no,0,1808,93,3074,1901,82,1616,1923,66,865,105,7,284,2, False
VT,81,415, yes, yes,32,229,80,3893,221,113,1879,2914,91,1311,124,5,335,1, False
NM,136,408, no, no,0,2763,94,4697,226,125,1921,2214,87,996,72,1,194,1, True
VT,83,510, no, yes,37,1331,117,2263,1714,89,1457,2181,92,981,109,4,294,3, False
PA,137,415, no, no,0,2483,63,4221,2504,108,2128,1591,94,716,96,4,259,1, False
VT,93,415, no, yes,37,2304,95,3917,1555,89,1322,179,90,806,104,9,281,3, False
OR,103,408, no, no,0,1858,118,3159,868,84,738,2084,115,938,107,9,289,1, False
CA,96,415, no, no,0,1839,88,3126,1092,86,928,1902,78,856,166,7,448,2, False
NY,77,415, yes, no,0,1329,86,2259,1681,121,1429,1963,102,883,78,3,211,0, False
MO,128,510, no, no,0,221,109,3757,219,107,1862,2294,113,1032,86,5,232,3, False
NM,116,510, no, no,0,179,81,3043,200,116,17,1686,74,759,158,7,427,1, False
MN,96,408, yes, no,0,1888,119,321,2169,100,1844,2085,116,938,58,3,157,3, False
CT,60,415, yes, yes,45,1356,101,2305,949,73,807,154,118,693,98,3,265,4, True
IA,105,408, yes, yes,31,1725,103,2933,1136,102,966,2616,104,1177,108,4,292,2, False
AL,123,415, no, no,0,1326,100,2254,1988,102,169,1689,105,76,0,0,0,1, False
GA,84,408, no, no,0,1277,81,2171,1884,84,1601,260,125,117,47,6,127,1, False
NJ,107,510, no, no,0,1563,75,2657,2153,93,183,1182,115,532,88,2,238,1, False
CA,86,415, no, no,0,2346,102,3988,2683,109,2281,1956,102,88,116,4,313,1, True
VT,115,415, no, no,0,2021,95,3436,2316,89,1969,2146,165,966,131,7,354,1, False
TN,128,510, no, yes,40,2722,112,4627,2399,111,2039,2573,124,1158,116,2,313,1, False
SD,97,415, no, no,0,2452,109,4168,1655,152,1407,1592,96,716,91,8,246,1, False
CO,90,415, no, no,0,2076,82,3529,1933,105,1643,1497,68,674,112,6,302,1, False
KY,22,415, no, no,0,2229,97,3789,1726,91,1467,1876,99,844,101,3,273,1, False
IA,121,415, no, no,0,2738,96,4655,2631,106,2236,2015,83,907,108,3,292,1, True
CT,169,510, no, no,0,1928,98,3278,2732,125,2322,2663,102,1198,114,6,308,2, False
MA,83,510, no, no,0,2687,81,4568,1455,100,1237,1856,86,835,94,6,254,0, False
NV,87,408, no, yes,48,1788,91,304,2468,106,2098,2624,119,1181,9,8,243,1, False
VA,126,415, no, yes,24,1973,82,3354,1676,51,1425,222,89,999,74,3,2,1, False
NY,61,415, no, yes,36,2339,97,3976,1756,133,1493,177,83,797,95,4,257,1, False
MO,90,408, yes, no,0,2071,87,3521,2085,87,1772,146,95,657,44,5,119,2, False
FL,131,408, no, no,0,1368,84,2326,1794,81,1525,2352,151,1058,5,3,135,2, False
SC,89,415, no, no,0,1594,126,271,207,108,176,1416,121,637,111,4,3,1, False
IL,71,415, no, no,0,1121,122,1906,1579,86,1342,2716,104,1222,111,5,3,0, False
NE,166,415, no, no,0,2386,117,4056,2428,73,2064,2033,130,915,10,8,27,4, False
AK,146,510, yes, no,0,1635,85,278,2248,149,1911,2531,116,1139,98,4,265,1, False
TN,90,408, yes, no,0,1272,94,2162,2211,108,1879,1107,106,498,112,3,302,2, False
NM,59,408, no, no,0,1458,95,2479,2283,81,1941,2475,87,1114,96,5,259,0, False
NV,25,415, no, no,0,2501,108,4252,2219,97,1886,2085,84,938,111,3,3,2, False
UT,124,510, no, no,0,2342,110,3981,199,121,1692,2464,135,1109,71,4,192,0, False
WV,105,510, no, no,0,1015,83,1726,1938,83,1647,2143,113,964,117,4,316,3, False
IL,143,415, no, yes,26,1196,133,2033,247,136,21,2273,54,1023,13,3,351,1, False
MN,162,408, no, no,0,2219,66,3772,1127,109,958,1765,141,794,107,6,289,1, False
HI,56,415, no, no,0,1582,85,2689,1979,91,1682,1599,133,72,77,7,208,1, False
DC,105,510, no, no,0,1932,139,3284,2603,104,2213,2264,133,1019,78,2,211,1, False
ID,73,510, no, yes,33,2177,108,3701,2457,106,2088,2429,100,1093,88,6,238,1, False
